well_tag_number,drilling_method_code,date_added
52339,UNK,2021-12-13
52340,UNK,2021-12-13
52342,UNK,2021-12-13
52343,OTHER,2021-12-13
52344,OTHER,2021-12-13
52346,OTHER,2021-12-13
52347,OTHER,2021-12-13
52348,OTHER,2021-12-13
52349,OTHER,2021-12-13
52350,OTHER,2021-12-13
52351,OTHER,2021-12-13
52352,OTHER,2021-12-13
52353,OTHER,2021-12-13
52354,OTHER,2021-12-13
52355,OTHER,2021-12-13
52356,OTHER,2021-12-13
52357,OTHER,2021-12-13
52358,OTHER,2021-12-13
52359,OTHER,2021-12-13
52360,UNK,2021-12-13
52361,OTHER,2021-12-13
52362,OTHER,2021-12-13
52363,OTHER,2021-12-13
52364,OTHER,2021-12-13
52365,OTHER,2021-12-13
52366,OTHER,2021-12-13
52367,OTHER,2021-12-13
52368,OTHER,2021-12-13
52369,OTHER,2021-12-13
52370,OTHER,2021-12-13
52371,OTHER,2021-12-13
52372,OTHER,2021-12-13
52373,OTHER,2021-12-13
52374,OTHER,2021-12-13
52375,OTHER,2021-12-13
52376,OTHER,2021-12-13
52377,OTHER,2021-12-13
52378,OTHER,2021-12-13
52380,OTHER,2021-12-13
52381,UNK,2021-12-13
52382,OTHER,2021-12-13
52383,OTHER,2021-12-13
52384,OTHER,2021-12-13
52385,OTHER,2021-12-13
52386,OTHER,2021-12-13
52387,OTHER,2021-12-13
52388,OTHER,2021-12-13
52389,OTHER,2021-12-13
52390,OTHER,2021-12-13
52391,OTHER,2021-12-13
52392,OTHER,2021-12-13
52393,OTHER,2021-12-13
52394,OTHER,2021-12-13
52395,OTHER,2021-12-13
52396,UNK,2021-12-13
52397,OTHER,2021-12-13
52399,OTHER,2021-12-13
52400,OTHER,2021-12-13
52401,OTHER,2021-12-13
52402,OTHER,2021-12-13
52403,OTHER,2021-12-13
52404,OTHER,2021-12-13
52405,OTHER,2021-12-13
52406,UNK,2021-12-13
52407,UNK,2021-12-13
52408,UNK,2021-12-13
52409,OTHER,2021-12-13
52410,UNK,2021-12-13
52411,UNK,2021-12-13
52412,UNK,2021-12-13
52413,UNK,2021-12-13
52414,OTHER,2021-12-13
52415,UNK,2021-12-13
52416,OTHER,2021-12-13
52417,OTHER,2021-12-13
52418,OTHER,2021-12-13
52419,OTHER,2021-12-13
52420,OTHER,2021-12-13
52421,UNK,2021-12-13
52422,UNK,2021-12-13
52423,UNK,2021-12-13
52425,OTHER,2021-12-13
52426,OTHER,2021-12-13
52427,OTHER,2021-12-13
52428,OTHER,2021-12-13
52429,OTHER,2021-12-13
52430,OTHER,2021-12-13
52431,OTHER,2021-12-13
52432,OTHER,2021-12-13
52433,OTHER,2021-12-13
52434,OTHER,2021-12-13
52435,OTHER,2021-12-13
52436,UNK,2021-12-13
52437,UNK,2021-12-13
52438,OTHER,2021-12-13
52439,OTHER,2021-12-13
52440,OTHER,2021-12-13
52441,OTHER,2021-12-13
52442,OTHER,2021-12-13
52443,OTHER,2021-12-13
52445,OTHER,2021-12-13
52446,CABLE_TOOL,2021-12-13
52447,OTHER,2021-12-13
52448,OTHER,2021-12-13
52449,OTHER,2021-12-13
52450,OTHER,2021-12-13
52451,OTHER,2021-12-13
52452,OTHER,2021-12-13
52453,OTHER,2021-12-13
52454,UNK,2021-12-13
52455,OTHER,2021-12-13
52456,OTHER,2021-12-13
52457,OTHER,2021-12-13
52458,UNK,2021-12-13
52459,UNK,2021-12-13
52460,UNK,2021-12-13
52461,UNK,2021-12-13
52462,OTHER,2021-12-13
52463,UNK,2021-12-13
52464,OTHER,2021-12-13
52465,OTHER,2021-12-13
52466,OTHER,2021-12-13
52467,OTHER,2021-12-13
52468,OTHER,2021-12-13
52469,OTHER,2021-12-13
52470,OTHER,2021-12-13
52471,OTHER,2021-12-13
52472,OTHER,2021-12-13
52473,OTHER,2021-12-13
52474,OTHER,2021-12-13
52475,OTHER,2021-12-13
52476,OTHER,2021-12-13
52477,OTHER,2021-12-13
52478,OTHER,2021-12-13
52479,OTHER,2021-12-13
52480,OTHER,2021-12-13
52481,OTHER,2021-12-13
52482,UNK,2021-12-13
52483,OTHER,2021-12-13
52484,OTHER,2021-12-13
52485,OTHER,2021-12-13
52486,OTHER,2021-12-13
52487,OTHER,2021-12-13
52488,OTHER,2021-12-13
52489,OTHER,2021-12-13
52490,OTHER,2021-12-13
52492,OTHER,2021-12-13
52493,OTHER,2021-12-13
52494,OTHER,2021-12-13
52495,UNK,2021-12-13
52496,UNK,2021-12-13
52497,OTHER,2021-12-13
52498,OTHER,2021-12-13
52499,OTHER,2021-12-13
52500,OTHER,2021-12-13
52501,OTHER,2021-12-13
52502,OTHER,2021-12-13
52503,OTHER,2021-12-13
52504,OTHER,2021-12-13
52505,OTHER,2021-12-13
52506,OTHER,2021-12-13
52507,OTHER,2021-12-13
52508,UNK,2021-12-13
52509,OTHER,2021-12-13
52510,OTHER,2021-12-13
52511,OTHER,2021-12-13
52513,UNK,2021-12-13
52514,OTHER,2021-12-13
52515,OTHER,2021-12-13
52517,OTHER,2021-12-13
52518,OTHER,2021-12-13
52519,OTHER,2021-12-13
52520,OTHER,2021-12-13
52521,OTHER,2021-12-13
52522,UNK,2021-12-13
52523,UNK,2021-12-13
52524,OTHER,2021-12-13
52525,OTHER,2021-12-13
52526,OTHER,2021-12-13
52527,OTHER,2021-12-13
52528,OTHER,2021-12-13
52529,OTHER,2021-12-13
52530,OTHER,2021-12-13
52531,UNK,2021-12-13
52533,UNK,2021-12-13
52534,OTHER,2021-12-13
52535,OTHER,2021-12-13
52536,OTHER,2021-12-13
52537,OTHER,2021-12-13
52538,OTHER,2021-12-13
52539,OTHER,2021-12-13
52540,OTHER,2021-12-13
52541,OTHER,2021-12-13
52542,OTHER,2021-12-13
52543,OTHER,2021-12-13
52544,OTHER,2021-12-13
52545,OTHER,2021-12-13
52546,OTHER,2021-12-13
52547,OTHER,2021-12-13
52548,OTHER,2021-12-13
52549,OTHER,2021-12-13
52550,UNK,2021-12-13
52551,OTHER,2021-12-13
52552,OTHER,2021-12-13
52553,OTHER,2021-12-13
52554,OTHER,2021-12-13
52555,UNK,2021-12-13
52556,UNK,2021-12-13
52557,UNK,2021-12-13
52558,OTHER,2021-12-13
52559,UNK,2021-12-13
52560,OTHER,2021-12-13
52561,UNK,2021-12-13
52562,OTHER,2021-12-13
52563,OTHER,2021-12-13
52564,OTHER,2021-12-13
52565,OTHER,2021-12-13
52566,OTHER,2021-12-13
52567,OTHER,2021-12-13
52568,OTHER,2021-12-13
52569,OTHER,2021-12-13
52570,OTHER,2021-12-13
52571,UNK,2021-12-13
52572,OTHER,2021-12-13
52573,OTHER,2021-12-13
52574,AIR_ROTARY,2021-12-13
52575,OTHER,2021-12-13
52576,OTHER,2021-12-13
52577,OTHER,2021-12-13
52578,OTHER,2021-12-13
52579,OTHER,2021-12-13
52580,OTHER,2021-12-13
52581,OTHER,2021-12-13
52582,OTHER,2021-12-13
52584,UNK,2021-12-13
52585,OTHER,2021-12-13
52586,OTHER,2021-12-13
52587,OTHER,2021-12-13
52588,OTHER,2021-12-13
52589,OTHER,2021-12-13
52591,OTHER,2021-12-13
52592,OTHER,2021-12-13
52593,OTHER,2021-12-13
52594,OTHER,2021-12-13
52595,OTHER,2021-12-13
52596,OTHER,2021-12-13
52597,OTHER,2021-12-13
52598,OTHER,2021-12-13
52599,OTHER,2021-12-13
52600,OTHER,2021-12-13
52601,OTHER,2021-12-13
52602,OTHER,2021-12-13
52603,OTHER,2021-12-13
52604,UNK,2021-12-13
52605,OTHER,2021-12-13
52606,OTHER,2021-12-13
52607,OTHER,2021-12-13
52608,OTHER,2021-12-13
52609,OTHER,2021-12-13
52610,UNK,2021-12-13
52611,OTHER,2021-12-13
52612,OTHER,2021-12-13
52613,UNK,2021-12-13
52614,OTHER,2021-12-13
52615,OTHER,2021-12-13
52616,OTHER,2021-12-13
52617,AIR_ROTARY,2021-12-13
52618,UNK,2021-12-13
52619,UNK,2021-12-13
52620,OTHER,2021-12-13
52621,OTHER,2021-12-13
52622,OTHER,2021-12-13
52623,UNK,2021-12-13
52624,OTHER,2021-12-13
52625,OTHER,2021-12-13
52626,EXCAVATING,2021-12-13
52627,OTHER,2021-12-13
52628,OTHER,2021-12-13
52629,OTHER,2021-12-13
52630,OTHER,2021-12-13
52631,OTHER,2021-12-13
52632,OTHER,2021-12-13
52633,OTHER,2021-12-13
52634,DUO_ROTARY,2021-12-13
52635,OTHER,2021-12-13
52636,OTHER,2021-12-13
52637,OTHER,2021-12-13
52639,DUO_ROTARY,2021-12-13
52640,OTHER,2021-12-13
52641,OTHER,2021-12-13
52642,OTHER,2021-12-13
52643,OTHER,2021-12-13
52644,UNK,2021-12-13
52645,OTHER,2021-12-13
52646,OTHER,2021-12-13
52647,OTHER,2021-12-13
52648,OTHER,2021-12-13
52649,OTHER,2021-12-13
52650,OTHER,2021-12-13
52651,UNK,2021-12-13
52652,OTHER,2021-12-13
52653,OTHER,2021-12-13
52654,OTHER,2021-12-13
52655,UNK,2021-12-13
52656,OTHER,2021-12-13
52657,OTHER,2021-12-13
52658,OTHER,2021-12-13
52659,OTHER,2021-12-13
52660,OTHER,2021-12-13
52661,OTHER,2021-12-13
52662,OTHER,2021-12-13
52663,OTHER,2021-12-13
52664,OTHER,2021-12-13
52665,OTHER,2021-12-13
52666,OTHER,2021-12-13
52667,OTHER,2021-12-13
52668,OTHER,2021-12-13
52669,OTHER,2021-12-13
52670,OTHER,2021-12-13
52671,OTHER,2021-12-13
52672,OTHER,2021-12-13
52673,OTHER,2021-12-13
52674,UNK,2021-12-13
52675,OTHER,2021-12-13
52676,OTHER,2021-12-13
52677,UNK,2021-12-13
52678,OTHER,2021-12-13
52679,OTHER,2021-12-13
52680,UNK,2021-12-13
52681,OTHER,2021-12-13
52682,UNK,2021-12-13
52683,UNK,2021-12-13
52684,OTHER,2021-12-13
52685,OTHER,2021-12-13
52686,OTHER,2021-12-13
52687,OTHER,2021-12-13
52688,OTHER,2021-12-13
52689,OTHER,2021-12-13
52690,OTHER,2021-12-13
52691,OTHER,2021-12-13
52692,OTHER,2021-12-13
52693,OTHER,2021-12-13
52694,OTHER,2021-12-13
52695,OTHER,2021-12-13
52696,UNK,2021-12-13
52697,UNK,2021-12-13
52698,OTHER,2021-12-13
52699,OTHER,2021-12-13
52700,OTHER,2021-12-13
52701,OTHER,2021-12-13
52702,UNK,2021-12-13
52703,OTHER,2021-12-13
52705,OTHER,2021-12-13
52706,OTHER,2021-12-13
52707,OTHER,2021-12-13
52708,OTHER,2021-12-13
52709,UNK,2021-12-13
52710,OTHER,2021-12-13
52711,UNK,2021-12-13
52712,UNK,2021-12-13
52713,OTHER,2021-12-13
52714,OTHER,2021-12-13
52715,OTHER,2021-12-13
52716,OTHER,2021-12-13
52717,UNK,2021-12-13
52718,OTHER,2021-12-13
52719,OTHER,2021-12-13
52720,OTHER,2021-12-13
52721,OTHER,2021-12-13
52722,UNK,2021-12-13
52723,OTHER,2021-12-13
52724,OTHER,2021-12-13
52725,OTHER,2021-12-13
52726,OTHER,2021-12-13
52727,OTHER,2021-12-13
52728,OTHER,2021-12-13
52729,OTHER,2021-12-13
52730,OTHER,2021-12-13
52731,OTHER,2021-12-13
52732,OTHER,2021-12-13
52733,OTHER,2021-12-13
52734,UNK,2021-12-13
52735,UNK,2021-12-13
52736,OTHER,2021-12-13
52737,OTHER,2021-12-13
52738,OTHER,2021-12-13
52739,OTHER,2021-12-13
52740,OTHER,2021-12-13
52741,OTHER,2021-12-13
52742,OTHER,2021-12-13
52743,OTHER,2021-12-13
52744,OTHER,2021-12-13
52745,OTHER,2021-12-13
52746,UNK,2021-12-13
52747,OTHER,2021-12-13
52749,OTHER,2021-12-13
52750,OTHER,2021-12-13
52751,UNK,2021-12-13
52752,OTHER,2021-12-13
52753,OTHER,2021-12-13
52754,OTHER,2021-12-13
52755,OTHER,2021-12-13
52756,UNK,2021-12-13
52757,OTHER,2021-12-13
52758,OTHER,2021-12-13
52759,OTHER,2021-12-13
52760,OTHER,2021-12-13
52761,OTHER,2021-12-13
52762,OTHER,2021-12-13
52763,OTHER,2021-12-13
52764,OTHER,2021-12-13
52765,OTHER,2021-12-13
52766,OTHER,2021-12-13
52767,OTHER,2021-12-13
52768,OTHER,2021-12-13
52769,OTHER,2021-12-13
52770,OTHER,2021-12-13
52771,OTHER,2021-12-13
52772,OTHER,2021-12-13
52773,OTHER,2021-12-13
52774,OTHER,2021-12-13
52775,OTHER,2021-12-13
52776,OTHER,2021-12-13
52777,OTHER,2021-12-13
52778,OTHER,2021-12-13
52779,OTHER,2021-12-13
52780,UNK,2021-12-13
52781,OTHER,2021-12-13
52782,OTHER,2021-12-13
52783,OTHER,2021-12-13
52784,OTHER,2021-12-13
52785,OTHER,2021-12-13
52786,OTHER,2021-12-13
52787,UNK,2021-12-13
52788,UNK,2021-12-13
52789,OTHER,2021-12-13
52790,OTHER,2021-12-13
52791,OTHER,2021-12-13
52792,OTHER,2021-12-13
52793,OTHER,2021-12-13
52794,OTHER,2021-12-13
52795,OTHER,2021-12-13
52796,UNK,2021-12-13
52797,UNK,2021-12-13
52798,UNK,2021-12-13
52799,OTHER,2021-12-13
52800,OTHER,2021-12-13
52801,OTHER,2021-12-13
52802,OTHER,2021-12-13
52803,DUO_ROTARY,2021-12-13
52804,OTHER,2021-12-13
52805,OTHER,2021-12-13
52806,OTHER,2021-12-13
52807,OTHER,2021-12-13
52808,OTHER,2021-12-13
52809,OTHER,2021-12-13
52810,DUO_ROTARY,2021-12-13
52811,OTHER,2021-12-13
52812,UNK,2021-12-13
52813,OTHER,2021-12-13
52814,OTHER,2021-12-13
52815,OTHER,2021-12-13
52816,OTHER,2021-12-13
52817,OTHER,2021-12-13
52818,OTHER,2021-12-13
52819,OTHER,2021-12-13
52820,DUO_ROTARY,2021-12-13
52821,OTHER,2021-12-13
52822,OTHER,2021-12-13
52823,UNK,2021-12-13
52824,OTHER,2021-12-13
52825,OTHER,2021-12-13
52826,DUO_ROTARY,2021-12-13
52827,CABLE_TOOL,2021-12-13
52828,OTHER,2021-12-13
52829,OTHER,2021-12-13
52830,OTHER,2021-12-13
52831,OTHER,2021-12-13
52832,OTHER,2021-12-13
52833,OTHER,2021-12-13
52834,OTHER,2021-12-13
52835,OTHER,2021-12-13
52836,OTHER,2021-12-13
52837,OTHER,2021-12-13
52838,OTHER,2021-12-13
52839,OTHER,2021-12-13
52840,OTHER,2021-12-13
52841,OTHER,2021-12-13
52842,OTHER,2021-12-13
52843,OTHER,2021-12-13
52844,OTHER,2021-12-13
52845,OTHER,2021-12-13
52846,OTHER,2021-12-13
52847,OTHER,2021-12-13
52848,OTHER,2021-12-13
52849,OTHER,2021-12-13
52850,OTHER,2021-12-13
52851,OTHER,2021-12-13
52852,OTHER,2021-12-13
52853,OTHER,2021-12-13
52854,OTHER,2021-12-13
52855,OTHER,2021-12-13
52856,UNK,2021-12-13
52857,UNK,2021-12-13
52858,AIR_ROTARY,2021-12-13
52859,OTHER,2021-12-13
52860,OTHER,2021-12-13
52861,OTHER,2021-12-13
52862,OTHER,2021-12-13
52863,OTHER,2021-12-13
52864,OTHER,2021-12-13
52865,AIR_ROTARY,2021-12-13
52866,OTHER,2021-12-13
52867,OTHER,2021-12-13
52868,OTHER,2021-12-13
52869,OTHER,2021-12-13
52870,DUO_ROTARY,2021-12-13
52871,OTHER,2021-12-13
52872,OTHER,2021-12-13
52873,OTHER,2021-12-13
52874,OTHER,2021-12-13
52875,OTHER,2021-12-13
52876,OTHER,2021-12-13
52877,CABLE_TOOL,2021-12-13
52878,OTHER,2021-12-13
52879,OTHER,2021-12-13
52880,OTHER,2021-12-13
52881,OTHER,2021-12-13
52882,OTHER,2021-12-13
52883,OTHER,2021-12-13
52884,OTHER,2021-12-13
52885,OTHER,2021-12-13
52886,UNK,2021-12-13
52887,OTHER,2021-12-13
52888,UNK,2021-12-13
52889,OTHER,2021-12-13
52890,OTHER,2021-12-13
52891,OTHER,2021-12-13
52892,OTHER,2021-12-13
52893,OTHER,2021-12-13
52894,UNK,2021-12-13
52895,OTHER,2021-12-13
52896,OTHER,2021-12-13
52897,OTHER,2021-12-13
52898,OTHER,2021-12-13
52899,OTHER,2021-12-13
52900,OTHER,2021-12-13
52901,OTHER,2021-12-13
52902,OTHER,2021-12-13
52903,OTHER,2021-12-13
52904,OTHER,2021-12-13
52905,UNK,2021-12-13
52906,OTHER,2021-12-13
52907,UNK,2021-12-13
52908,OTHER,2021-12-13
52909,UNK,2021-12-13
52910,CABLE_TOOL,2021-12-13
52911,OTHER,2021-12-13
52912,OTHER,2021-12-13
52913,OTHER,2021-12-13
52915,OTHER,2021-12-13
52916,OTHER,2021-12-13
52917,UNK,2021-12-13
52918,OTHER,2021-12-13
52919,OTHER,2021-12-13
52920,OTHER,2021-12-13
52921,OTHER,2021-12-13
52922,UNK,2021-12-13
52923,OTHER,2021-12-13
52924,UNK,2021-12-13
52925,AIR_ROTARY,2021-12-13
52926,OTHER,2021-12-13
52927,OTHER,2021-12-13
52928,OTHER,2021-12-13
52929,OTHER,2021-12-13
52930,OTHER,2021-12-13
52931,OTHER,2021-12-13
52932,OTHER,2021-12-13
52933,OTHER,2021-12-13
52934,OTHER,2021-12-13
52935,OTHER,2021-12-13
52936,OTHER,2021-12-13
52937,OTHER,2021-12-13
52938,OTHER,2021-12-13
52939,OTHER,2021-12-13
52940,OTHER,2021-12-13
52941,OTHER,2021-12-13
52942,EXCAVATING,2021-12-13
52943,OTHER,2021-12-13
52944,OTHER,2021-12-13
52945,OTHER,2021-12-13
52946,OTHER,2021-12-13
52947,OTHER,2021-12-13
52948,OTHER,2021-12-13
52949,OTHER,2021-12-13
52950,OTHER,2021-12-13
52951,OTHER,2021-12-13
52952,OTHER,2021-12-13
52953,OTHER,2021-12-13
52954,OTHER,2021-12-13
52956,AIR_ROTARY,2021-12-13
52958,OTHER,2021-12-13
52959,UNK,2021-12-13
52960,OTHER,2021-12-13
52961,OTHER,2021-12-13
52962,OTHER,2021-12-13
52963,OTHER,2021-12-13
52964,OTHER,2021-12-13
52965,OTHER,2021-12-13
52966,UNK,2021-12-13
52967,OTHER,2021-12-13
52968,OTHER,2021-12-13
52969,OTHER,2021-12-13
52970,OTHER,2021-12-13
52971,OTHER,2021-12-13
52972,OTHER,2021-12-13
52973,OTHER,2021-12-13
52974,UNK,2021-12-13
52975,AIR_ROTARY,2021-12-13
52976,OTHER,2021-12-13
52977,OTHER,2021-12-13
52978,OTHER,2021-12-13
52979,OTHER,2021-12-13
52980,OTHER,2021-12-13
52981,UNK,2021-12-13
52982,OTHER,2021-12-13
52983,OTHER,2021-12-13
52984,OTHER,2021-12-13
52985,UNK,2021-12-13
52986,OTHER,2021-12-13
52987,OTHER,2021-12-13
52988,OTHER,2021-12-13
52989,OTHER,2021-12-13
52990,OTHER,2021-12-13
52991,OTHER,2021-12-13
52992,OTHER,2021-12-13
52993,OTHER,2021-12-13
52994,OTHER,2021-12-13
52995,OTHER,2021-12-13
52997,OTHER,2021-12-13
52998,OTHER,2021-12-13
52999,OTHER,2021-12-13
53000,OTHER,2021-12-13
53001,OTHER,2021-12-13
53002,OTHER,2021-12-13
53003,OTHER,2021-12-13
53004,UNK,2021-12-13
53005,OTHER,2021-12-13
53006,OTHER,2021-12-13
53007,OTHER,2021-12-13
53008,OTHER,2021-12-13
53009,OTHER,2021-12-13
53010,OTHER,2021-12-13
53011,UNK,2021-12-13
53012,OTHER,2021-12-13
53013,OTHER,2021-12-13
53014,UNK,2021-12-13
53015,OTHER,2021-12-13
53016,OTHER,2021-12-13
53017,OTHER,2021-12-13
53018,OTHER,2021-12-13
53019,OTHER,2021-12-13
53020,OTHER,2021-12-13
53021,OTHER,2021-12-13
53022,OTHER,2021-12-13
53023,OTHER,2021-12-13
53024,OTHER,2021-12-13
53025,OTHER,2021-12-13
53026,OTHER,2021-12-13
53027,OTHER,2021-12-13
53028,OTHER,2021-12-13
53029,OTHER,2021-12-13
53030,OTHER,2021-12-13
53031,OTHER,2021-12-13
53032,OTHER,2021-12-13
53033,OTHER,2021-12-13
53034,OTHER,2021-12-13
53035,CABLE_TOOL,2021-12-13
53036,OTHER,2021-12-13
53037,UNK,2021-12-13
53038,OTHER,2021-12-13
53039,AIR_ROTARY,2021-12-13
53040,OTHER,2021-12-13
53041,OTHER,2021-12-13
53042,OTHER,2021-12-13
53043,OTHER,2021-12-13
53044,OTHER,2021-12-13
53045,OTHER,2021-12-13
53046,OTHER,2021-12-13
53047,OTHER,2021-12-13
53048,OTHER,2021-12-13
53049,OTHER,2021-12-13
53050,OTHER,2021-12-13
53051,AIR_ROTARY,2021-12-13
53052,OTHER,2021-12-13
53053,OTHER,2021-12-13
53054,UNK,2021-12-13
53055,OTHER,2021-12-13
53056,OTHER,2021-12-13
53057,UNK,2021-12-13
53058,AIR_ROTARY,2021-12-13
53059,OTHER,2021-12-13
53060,OTHER,2021-12-13
53061,OTHER,2021-12-13
53062,OTHER,2021-12-13
53063,OTHER,2021-12-13
53064,UNK,2021-12-13
53065,OTHER,2021-12-13
53066,OTHER,2021-12-13
53067,OTHER,2021-12-13
53068,OTHER,2021-12-13
53069,OTHER,2021-12-13
53070,OTHER,2021-12-13
53072,OTHER,2021-12-13
53073,OTHER,2021-12-13
53074,OTHER,2021-12-13
53075,OTHER,2021-12-13
53076,OTHER,2021-12-13
53077,OTHER,2021-12-13
53079,OTHER,2021-12-13
53080,UNK,2021-12-13
53081,OTHER,2021-12-13
53082,OTHER,2021-12-13
53083,OTHER,2021-12-13
53084,CABLE_TOOL,2021-12-13
53085,OTHER,2021-12-13
53086,OTHER,2021-12-13
53087,OTHER,2021-12-13
53088,OTHER,2021-12-13
53089,OTHER,2021-12-13
53090,OTHER,2021-12-13
53091,OTHER,2021-12-13
53092,OTHER,2021-12-13
53093,OTHER,2021-12-13
53094,OTHER,2021-12-13
53095,OTHER,2021-12-13
53096,OTHER,2021-12-13
53097,OTHER,2021-12-13
53098,OTHER,2021-12-13
53099,OTHER,2021-12-13
53100,UNK,2021-12-13
53101,OTHER,2021-12-13
53102,OTHER,2021-12-13
53103,OTHER,2021-12-13
53104,AIR_ROTARY,2021-12-13
53105,OTHER,2021-12-13
53106,OTHER,2021-12-13
53107,OTHER,2021-12-13
53108,OTHER,2021-12-13
53109,OTHER,2021-12-13
53110,OTHER,2021-12-13
53111,OTHER,2021-12-13
53112,OTHER,2021-12-13
53113,OTHER,2021-12-13
53114,OTHER,2021-12-13
53115,OTHER,2021-12-13
53116,OTHER,2021-12-13
53117,OTHER,2021-12-13
53118,OTHER,2021-12-13
53119,OTHER,2021-12-13
53121,EXCAVATING,2021-12-13
53122,OTHER,2021-12-13
53123,OTHER,2021-12-13
53124,OTHER,2021-12-13
53125,OTHER,2021-12-13
53127,OTHER,2021-12-13
53128,OTHER,2021-12-13
53129,OTHER,2021-12-13
53130,OTHER,2021-12-13
53131,OTHER,2021-12-13
53132,OTHER,2021-12-13
53133,OTHER,2021-12-13
53134,OTHER,2021-12-13
53135,OTHER,2021-12-13
53136,OTHER,2021-12-13
53137,OTHER,2021-12-13
53138,OTHER,2021-12-13
53139,OTHER,2021-12-13
53140,OTHER,2021-12-13
53141,OTHER,2021-12-13
53142,OTHER,2021-12-13
53143,OTHER,2021-12-13
53144,OTHER,2021-12-13
53145,OTHER,2021-12-13
53146,OTHER,2021-12-13
53147,OTHER,2021-12-13
53148,OTHER,2021-12-13
53149,OTHER,2021-12-13
53150,OTHER,2021-12-13
53151,OTHER,2021-12-13
53152,OTHER,2021-12-13
53153,OTHER,2021-12-13
53154,OTHER,2021-12-13
53155,OTHER,2021-12-13
53156,UNK,2021-12-13
53157,OTHER,2021-12-13
53158,OTHER,2021-12-13
53159,UNK,2021-12-13
53160,OTHER,2021-12-13
53161,OTHER,2021-12-13
53162,OTHER,2021-12-13
53163,OTHER,2021-12-13
53164,OTHER,2021-12-13
53165,OTHER,2021-12-13
53166,OTHER,2021-12-13
53167,OTHER,2021-12-13
53168,OTHER,2021-12-13
53169,OTHER,2021-12-13
53170,OTHER,2021-12-13
53171,OTHER,2021-12-13
53172,OTHER,2021-12-13
53173,OTHER,2021-12-13
53174,OTHER,2021-12-13
53175,OTHER,2021-12-13
53176,OTHER,2021-12-13
53177,OTHER,2021-12-13
53178,OTHER,2021-12-13
53179,OTHER,2021-12-13
53180,OTHER,2021-12-13
53181,OTHER,2021-12-13
53182,OTHER,2021-12-13
53183,UNK,2021-12-13
53184,OTHER,2021-12-13
53185,AIR_ROTARY,2021-12-13
53186,OTHER,2021-12-13
53187,OTHER,2021-12-13
53188,UNK,2021-12-13
53189,UNK,2021-12-13
53190,OTHER,2021-12-13
53191,OTHER,2021-12-13
53192,OTHER,2021-12-13
53193,EXCAVATING,2021-12-13
53194,UNK,2021-12-13
53195,EXCAVATING,2021-12-13
53196,OTHER,2021-12-13
53197,OTHER,2021-12-13
53198,OTHER,2021-12-13
53199,OTHER,2021-12-13
53200,OTHER,2021-12-13
53201,OTHER,2021-12-13
53202,OTHER,2021-12-13
53203,OTHER,2021-12-13
53204,OTHER,2021-12-13
53205,OTHER,2021-12-13
53206,OTHER,2021-12-13
53207,OTHER,2021-12-13
53208,OTHER,2021-12-13
53209,OTHER,2021-12-13
53210,OTHER,2021-12-13
53211,OTHER,2021-12-13
53212,OTHER,2021-12-13
53213,OTHER,2021-12-13
53214,OTHER,2021-12-13
53215,OTHER,2021-12-13
53216,OTHER,2021-12-13
53217,OTHER,2021-12-13
53218,OTHER,2021-12-13
53219,OTHER,2021-12-13
53220,OTHER,2021-12-13
53221,OTHER,2021-12-13
53222,OTHER,2021-12-13
53224,OTHER,2021-12-13
53225,OTHER,2021-12-13
53226,OTHER,2021-12-13
53227,UNK,2021-12-13
53228,UNK,2021-12-13
53229,UNK,2021-12-13
53230,UNK,2021-12-13
53231,EXCAVATING,2021-12-13
53232,OTHER,2021-12-13
53233,UNK,2021-12-13
53234,UNK,2021-12-13
53235,UNK,2021-12-13
53236,UNK,2021-12-13
53237,OTHER,2021-12-13
53238,OTHER,2021-12-13
53239,OTHER,2021-12-13
53240,OTHER,2021-12-13
53241,OTHER,2021-12-13
53242,OTHER,2021-12-13
53243,OTHER,2021-12-13
53244,OTHER,2021-12-13
53245,OTHER,2021-12-13
53246,OTHER,2021-12-13
53247,OTHER,2021-12-13
53248,UNK,2021-12-13
53249,OTHER,2021-12-13
53250,OTHER,2021-12-13
53251,UNK,2021-12-13
53252,UNK,2021-12-13
53253,OTHER,2021-12-13
53254,OTHER,2021-12-13
53255,OTHER,2021-12-13
53256,OTHER,2021-12-13
53257,OTHER,2021-12-13
53258,OTHER,2021-12-13
53259,AIR_ROTARY,2021-12-13
53260,OTHER,2021-12-13
53261,UNK,2021-12-13
53262,OTHER,2021-12-13
53263,UNK,2021-12-13
53264,OTHER,2021-12-13
53265,UNK,2021-12-13
53266,OTHER,2021-12-13
53267,OTHER,2021-12-13
53268,OTHER,2021-12-13
53269,OTHER,2021-12-13
53270,OTHER,2021-12-13
53271,OTHER,2021-12-13
53272,OTHER,2021-12-13
53273,OTHER,2021-12-13
53274,OTHER,2021-12-13
53275,OTHER,2021-12-13
53276,OTHER,2021-12-13
53277,OTHER,2021-12-13
53278,OTHER,2021-12-13
53279,OTHER,2021-12-13
53280,UNK,2021-12-13
53281,OTHER,2021-12-13
53282,OTHER,2021-12-13
53283,UNK,2021-12-13
53284,UNK,2021-12-13
53285,OTHER,2021-12-13
53286,OTHER,2021-12-13
53287,OTHER,2021-12-13
53288,OTHER,2021-12-13
53289,OTHER,2021-12-13
53290,OTHER,2021-12-13
53291,OTHER,2021-12-13
53292,OTHER,2021-12-13
